UID,Name of Industrial Estate,District,Name of allootte Unit,Plot Number,Sector,Area at the time of allotment in Sq. Mtr.,Area at the time of Possession in Sq. Mtr.,Geometric Area,Constitution of Organization (Limited,Nature of Project,Proposed Product,PCB Category,Plot Status ,Proposed Investment (in cr.),Proposed Employment at time of allotment,Employment UK,email ID,Contact Number,Date of Allotment,Lease Deed,Lease Deed Date,Possession,Possession Date,Comment,Plot Status Date,Occupancy Certificate,Time Extension1,Time Extension1 Date,Time Extension Last,Time Extension Last Date,Land Use,Land Cost (per sq.m.),Maintenance cost towards common services (cost paid),Ref. No. - Layout Plan Approval from SIDA,Ref. No.- Building Plan Approval from SIDA,Whether industry is through FDI,Registration for SSI / EM1 / EM2 / UAM / IEM / SIA (Please select any one option),SSI / EM1 / EM2 / UAM / IEM / SIA,Subsidy From State Govt (Nil in case of No Subsidy) (in cr.),Policy under which the unit is established,Provide the name of Other Policy,NIC 5 Digit Code (as per NIC Code 2008),Women Entrepreneur,Electricity Connection,Electricity Supplier,Backup Electricity,Diesel Generator,CETP Connection,Water Connectiopn,Source of Water ,Time of Water Supply,Solid Waste Collection ,Time of Solid Waste Collection,Solar Panel,Rain Water Hasrvesting,Parking,Energy efficient fixtures,Energy Management Systems,Incubation Centre Provided,Warehouse ,Green Building,Gas Pipeline,Fire Extinguishing System,OH&S,Regulatory Authority (Property),Property Tax Payable,Regulatory AuthorityWater,Water Tax Payable,Regulatory Authority Environmental,Environmentall/Pollution Tax Payable,Total Tax payable (Rs.),Expenditure of Industry (p.a.)(Rs.),Revenue from Plots (p.a.)(Rs.),Permanent Male Employees,Permanent Female Employees,Permanent Total Employees,Contractual Male Employees,Contractual Female Employees,Contractual Total Employees,Differentally Abbled Employee,Skilled Male Employees,Skilled Female Employees,Skilled Total Employees,Semi-Skilled Male Employees,Semi-Skilled Female Employees,Semi-Skilled Total Employees,Unskilled Male Employees,Unskilled Female Employees,Unskilled Total Employees,Local Resident Male Employees,Local Resident Female Employees,Local Resident Total Employees,"Programme for skill training of employees. (Programme name, number of people trained, Month and Year of training","Harassment Prevention and Redressal (Harassment redressal team,","Sexual harassment redressal team, transport provision for women)","Community Dialogue (Website, Media Release, News Bulletin, Social Media, Other)","Community services such as drinking water supply, water harvesting, health camps etc.","Outreach activities: CSR Activities/ Clean up drives, health camp, public service activities etc.",Pollution Clearance,Date of pollution clearance taken by industry,Date of expiry of pollution clearance,Type of Emission,Air pollution- emission quality data,Reduction of Emission-Measures taken and compliance for air pollution control,"Air pollution monitoring system (online and offline monitoring, lab facilities, data display","facilities, data reporting systems )",Noise pollution data (as per regulatory authority),Whether EIA needed and done?,ISO Certification,"Green Building Certification IGBC, BREEA, LEED, DGNB)",Pre-assessment for Gold Rating,"Design of building (Passive Design, Building Orientation)",Record of major trees within plot,Any green measures taken up by industry,Incentives/ grants for greening industry/ resource efficiency etc.,Any National/ International Certification,(Mention Year of Certification),Property Tax payable (in Rs.),Regulatory Authority(property)
Ptn_00002_15,IIE Pantnagar, Udham Singh Nagar,Polygel Industries Pvt Ltd,15,2,4978.75,4978.75,4751.07,Company Pvt. Ltd.,Other,"Titanium, Compounds etc",Orange,In Production,1.09,37,29,saxena@polygelindia.com,9897143502,8-Jul-04,Yes,8-Jul-04,Yes,20-Oct-04,,15-Sep-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_15 A,IIE Pantnagar, Udham Singh Nagar,AVS Lighting Solutions,15 A,2,4963,4978.75,4824.43,Govt. Department,Import substitute,Staples (Industrial and Others),Orange,In Production,1.39,14,10,kptlacctrudrapur@gmail.com,9917014442,8-Jul-04,Yes,7-Jul-06,No,6-Mar-19,,28-Jun-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_16,IIE Pantnagar, Udham Singh Nagar,DABUR INDIA LIMITED,16,2,18000,18000,18187.5,Company Public Ltd.,Other,"Glucose, Shapoos, Shilajit and Thirty Plus Capsules",Green,In Production,4.86,185,125,avaneshy@dabur.com,9811550241,30-Nov-04,Yes,15-Jul-14,Yes,22-Sep-14,,17-Oct-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_17,IIE Pantnagar, Udham Singh Nagar,U.S FOODS LTD,17,2,20100,20100,20157.1,Company Pvt. Ltd.,Food Processing,"Biscuits, Confectionery Items & Laminated Films",Green,In Production,15,335,-,"usfoods@hclinfinet.com,maroofashrafi@hotmail.com,maroof@usfoodsltd.com",8791100999,15-Dec-04,Select,29-Aug-06,Yes,3-May-05,Unit Closed,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_18,IIE Pantnagar, Udham Singh Nagar,BHAGWATI PRODUCTS LIMITED,18,2,20000,20100,20043.3,Company Public Ltd.,Other,"mobile phone accessories,solar product LED/LCD",Orange,Alloted,2.9,1330,976,narendra.kumar@bhagwatiproductsltd.com,8171717150,2-Sep-04,Yes,11-Jan-10,Yes,3-Nov-04,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_19,IIE Pantnagar, Udham Singh Nagar,RADHU PRODUCT PVT. LTD.,19,2,9000,9000,8843.76,Company Pvt. Ltd.,Import substitute,"Heat Resistent Latop, Rubber Thread",Green,In Production,2.9,75,50,rppl.plant@gmail.com,5944250385,19-Jul-04,Yes,12-Jul-06,Yes,8-Sep-04,,15-Sep-05,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_1A,IIE Pantnagar, Udham Singh Nagar,OBEETEE TEXTILES(P) LTD,1A,2,17557,17534,16921.8,Company Pvt. Ltd.,Other,"Tyre Cord, Treated Or Coated Fabrics, Nec,Tracing Cloth,Canvas,Floor Covering",RED,In Production,9.78,19,14,otl.rudrapur@obeetee.com,5944250190,24-Jun-04,Yes,3-Dec-05,Yes,27-Sep-04,,27-Jul-06,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_2,IIE Pantnagar, Udham Singh Nagar,Geeta Industries Private Limited,2,2,24727.5,24975,24365.2,Company Pvt. Ltd.,Other,"Laminated HDPE fabric,PP/HDPE Woven Sacks",Green,In Production,4.24,46,40,vinodtripathi1988@gmail.com,9410962004,5-Jun-04,Yes,5-Oct-05,Yes,5-Oct-05,,12-Apr-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_20,IIE Pantnagar, Udham Singh Nagar,RAGHAV POLYMERS INDIA PVT LTD,20,2,1590,1590,2008.44,Company Pvt. Ltd.,Auto & Auto Components,PU Foam & Trims for Seating Systems,Orange,Others,2.62,48,-,raghavpolymers@gmail.com,9336104125,22-Jun-04,Yes,7-Oct-05,Yes,7-Oct-05,Unit Subletted,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_20A,IIE Pantnagar, Udham Singh Nagar,A Pantnagar Bio Lab,20A,2,1500,1602,1606.78,Proprietor,Other,Seed Processing,Orange,In Production,0.15,6,5,aaa1330@rediffmail.com,9219692198,13-Sep-04,Yes,3-May-05,Yes,21-Mar-05,,22-May-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_21,IIE Pantnagar, Udham Singh Nagar,Prabha Engineers,21,2,4000,4000,3974.56,Partnership,Auto & Auto Components,"Cabin,Front end Structure,Load Bodies,Cowl,Welding Components,Press Part",RED,In Production,1.5,180,170,jeevan.singh@prabhaengineers.com,8057624576,31-May-16,Yes,16-Jun-16,Yes,16-Jun-16,,26-Sep-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_21A,IIE Pantnagar, Udham Singh Nagar,Prabha Engineers,21A,2,1997.5,1997.5,1989.45,Partnership,Auto & Auto Components,"Load Bodies, Other Auto Components etc.",Orange,Under Construction,10,80,-,jeevan.singh@prabhaengineers.com,8057624576,1-Apr-05,Yes,26-Apr-18,No,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_21B,IIE Pantnagar, Udham Singh Nagar,Standarad Niwar Mills,21B,2,2066,2066,1973.19,Partnership,Other,1.Uniforms2.Tarpaulin/Tenetss3.various Tupes o,Green,Closed,0.82,20,16,"0,varahipantnagar@varahi.in","983,910,258,699,971,000,000,000,000,000",14-Jun-04,Yes,27-Mar-06,Yes,28-Mar-06,,14-Jul-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_21B,IIE Pantnagar, Udham Singh Nagar,Standarad Niwar Mills,21B,2,2066,2066,4099.35,Partnership,Other,1.Uniforms2.Tarpaulin/Tenetss3.various Tupes o,Green,Closed,0.82,20,16,"0,varahipantnagar@varahi.in","983,910,258,699,971,000,000,000,000,000",14-Jun-04,Yes,27-Mar-06,Yes,28-Mar-06,,14-Jul-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_21C,IIE Pantnagar, Udham Singh Nagar,A.V.R.ENTERPRISES,21C,2,2049,2049,2126.16,Partnership,Other,1.Tents/Tarpaulins2.Various Types of Uniforms3,Green,Closed,0.87,28,22,0,"983,908,474,899,971,000,000,000,000,000",14-Jun-04,Yes,27-Mar-06,Yes,28-Mar-06,,9-Mar-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_22A,IIE Pantnagar, Udham Singh Nagar,Bansal Die Casting,22A,2,2150.5,2150.5,2203.21,Partnership,Auto & Auto Components,Auto Components,Green,In Production,10.47,31,0,NO_ID,9927023387,29-Apr-04,Yes,12-Jan-17,Yes,12-Jan-17,,1-Feb-17,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_22B,IIE Pantnagar, Udham Singh Nagar,Manjushree Technopack Ltd,22B,2,2184.5,2184.5,2127.41,Company Public Ltd.,Other,"Blow Mould Container, Preforms, Multilayer Blow Mould Container, Carboys, Flask & similar articles of Plastic, Flexible Monolayer Shrink Film, Flexible Multilayer Shrink Film, Polycarbonate Blow Shell, Caps & Closures.",RED,In Production,79.09,155,108,dc.soni@manjushreeindia.com,9353047005,5-Apr-17,Yes,12-May-17,Yes,22-May-17,,8-Aug-17,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_23,IIE Pantnagar, Udham Singh Nagar,Manjushree Technopack Ltd,23,2,4275,4275,4279.49,Company Public Ltd.,Other,"Blow mold contauner, preforms, multilayer blow mould containers, car boys, flasks and similar articles of plastics, flexible monolayer shrink film, flexible multilayer shrink film, polycarbonates, blow shell, caps and closures.",RED,In Production,1.66,30,23,vijay.sharma@manjushreeindia.com,9997197882,7-Oct-16,Yes,3-Mar-17,Yes,6-Mar-17,,10-Oct-17,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_23A,IIE Pantnagar, Udham Singh Nagar,Manjushree Technopack Ltd,23A,2,2992.5,2992.5,2940.95,Company Public Ltd.,Glass & Ceramics,Pet Bottles caps etc,Orange,In Production,0.73,13,9,vijay.sharma@manjushreeindia.com,9997197882,3-Mar-17,Yes,6-Mar-17,Yes,23-Aug-17,,18-Dec-17,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_23B,IIE Pantnagar, Udham Singh Nagar,Sai Enterprises,23B,2,2356,2356,2400.3,Partnership,"Rubber, Resins & Plastics","HDPE Bottles, PP Caps & Clousers",Orange,In Production,0.48,18,15,"packwell@hotmail.com, aburman@vsnl.com",7607738525,7-May-04,Yes,28-Oct-05,Yes,28-Oct-05,,6-Nov-06,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_00002_24,29",IIE Pantnagar, Udham Singh Nagar,FEDDERS LLOYD CORPORATION LTD.,"24,29",2,23447,23442.47,22017.4,Company Public Ltd.,Electrical Equipment,"Air Conditioner & Part thereof etc (All Types) Television, Washing Machines and allied products,",RED,In Production,18,132,120,"hr.pantnagar@fedderslloyd.com,umakant@leelelectric.com","96,900,145,378,477,000,000",3-Apr-06,Yes,5-May-06,Yes,17-Jun-17,,10-Oct-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_24C,IIE Pantnagar, Udham Singh Nagar,Om Logistics Ltd,24C,2,8000,8000,8011.25,Partnership,Auto & Auto Components,N/a,Green,Others,6.88,9,7,"ftl_rudrapur@omlogistrics.co.in,rdr_hradmin@omlogistics.co.in","985,498,281,083,929,000,000,000,000,000",21-Jan-13,Yes,14-Mar-13,Yes,16-Apr-13,Company is service industry.,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_24D,IIE Pantnagar, Udham Singh Nagar,Vmf Engineers,24D,2,1000,1000,1003.46,Proprietor,Other,Auto Parts,Green,Closed,0.36,32,28,vmf.pantnagar@gmail.com,"98,111,630,329,627,200,000",14-Jan-09,Yes,4-Sep-09,Yes,1-Oct-09,,19-Jan-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_24D1,IIE Pantnagar, Udham Singh Nagar,Vmf Engineers,24D1,2,1158,1158,1315.68,Proprietor,Other,Auto Part,Orange,Closed,1.14,32,27,vmf.pantnagar@gmail.com,"98,111,630,329,627,200,000",22-Dec-11,Yes,14-Mar-13,Yes,17-Apr-13,,2-Feb-17,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_25,IIE Pantnagar, Udham Singh Nagar,M/s Luman Marketing,25,2,1850,1850,1923.94,Company Pvt. Ltd.,Export Oriented,mfg of auto components etc,Green,Closed,0.66,60,51,pantnagar@lumanauto.com,8057400053,4-Nov-04,Yes,5-Dec-09,Yes,5-Dec-09,,4-Apr-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_25A,IIE Pantnagar, Udham Singh Nagar,DRINK TEK LLP,25A,2,20000,20000,18833.1,Partnership,Other,Auto Components,Green,Closed,20,200,170,pd.lakhani@lakhanivardaan.com,9720101852,17-Aug-06,Yes,4-Jan-07,Yes,30-Apr-08,,23-Aug-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_26,IIE Pantnagar, Udham Singh Nagar,Emdet Jameshdpur Pvt Ltd,26,2,2361.18,2288.1,2560.05,Company Pvt. Ltd.,Auto & Auto Components,All types of Automotive Rubber Components used in Commercial Vehicle/Light  Commercial Vehicle/Passenger Cars,Orange,In Production,12,50,35,"pnt@emdetjsr.com, marketing@emdetjsr.com",8476919227,12-Jul-13,Yes,23-Oct-13,Yes,31-May-14,,17-Feb-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_27 A,IIE Pantnagar, Udham Singh Nagar,The Baker,27 A,2,560.88,-,497.017,Proprietor,Food Processing,"Bakery, Confectionery, FMCG & Other related works etc",Orange,Cancelled,0.38,12,-,joshiyogesh14@gmail.com,9412090120,2-Sep-13,No,,No,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_27B,IIE Pantnagar, Udham Singh Nagar,Sai Industries,27B,2,552.11,-,542.085,Partnership,Auto & Auto Components,"Auto Mobile Components Plastics Moduling, Sheet Metal Parts, Tooling & Sub Assembling",Orange,Alloted,0.53,12,-,-,8087904669,25-Sep-13,Yes,12-Mar-14,No,31-Oct-13,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_28 C,IIE Pantnagar, Udham Singh Nagar,-,28 C,,,,862.377,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_28A,IIE Pantnagar, Udham Singh Nagar,PB & COMPANY,28A,2,1031.32,1000,938.654,Partnership,Other,"CORRUGATE TOLL,SHEET BOX & CARTON BOX AND JOB WORK",Green,In Production,0.83,29,22,uppl.pack@yahoo.in,8273255489,12-Jul-13,Yes,28-Jan-14,Yes,28-Jan-14,,24-Jun-15,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_28B,IIE Pantnagar, Udham Singh Nagar,TECHNO INDUSTRIES,28B,2,1036.33,1020.76,889.053,Proprietor,Other,"Auto component ,fabrication engineering works and packaging material",Green,In Production,1.03,16,12,samratindustries@rediffmail.com,9821688694,12-Jul-13,Yes,4-Mar-14,Yes,7-Mar-14,,14-Jul-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_3,IIE Pantnagar, Udham Singh Nagar,GRAFFITI EXPORTS,3,2,12230,11734,11420.6,Partnership,Export Oriented,Processed Food & Vegetables,Green,In Production,19.68,495,-,accounts@graffitifood.com,"971,927,740,859,442,000,000,000,000,000",15-Dec-04,Yes,28-Oct-05,Yes,28-Oct-05,,1-Sep-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_3A,IIE Pantnagar, Udham Singh Nagar,Interpump Hydraulics INdia Pvt.Ltd,3A,2,12277.32,12277.32,12557.5,Company Pvt. Ltd.,Auto & Auto Components,"Hydraulic Wetkit/Cylinder Wetkit, PTO with Gear, Pump with Gear, PTO & Pump with Gear, Valves, Hydraulic Components",Orange,In Production,45,130,90,savita@interpumphydraulicsindia.com,8144388800,29-Nov-04,Yes,26-Oct-16,Yes,8-Nov-16,,6-Nov-17,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_4,IIE Pantnagar, Udham Singh Nagar,DABUR INDIA LIMITED,4,2,67968.75,67968.75,67149.2,Company Public Ltd.,Other,"Healthcare, personal care, ayurvedic, cosmetics & intermediate",Green,In Production,45,376,308,"pp.prasanth@haritaseating.vom,deepaktech@airtelbroarband.in",8979199613,20-Jan-04,Yes,24-May-06,Yes,19-Feb-04,,1-Apr-06,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_6,IIE Pantnagar, Udham Singh Nagar,Ganesha Ecosphare Ltd,6,2,15300.18,15300.18,15246.9,Company Public Ltd.,Other,Polyster Stpee Fibre,Orange,In Production,3.71,175,110,gesl@ganeshaecosphere.com,8755902816,4-Mar-05,Yes,6-Aug-05,Yes,6-Aug-05,,12-Jun-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_6A,IIE Pantnagar, Udham Singh Nagar,GANESHA ECOSPHERE LTD,6A,2,1000,900,907.795,Company Public Ltd.,Other,Regenerated Polyster Staple,RED,In Production,1.75,46,35,"jnsingh@ganeshaecosphere.com,jain@ganeshaecosphere.com","94,151,281,798,171,000,000",22-Dec-11,Yes,9-Mar-12,Yes,15-Mar-12,,8-Dec-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_6B,IIE Pantnagar, Udham Singh Nagar,-,6B,,,,8109.22,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_7,IIE Pantnagar, Udham Singh Nagar,J.K. Paras Polycoat Ltd,7,2,9625,9625,9718.78,Company Pvt. Ltd.,Other,EXPORT EMPORT ALL KIND PLASTIC,Green,In Production,8.31,87,68,jkparaspolycoats@yahoo.com,9319385622,19-Apr-06,Yes,30-May-06,Yes,30-May-06,,8-Feb-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00002_7A,IIE Pantnagar, Udham Singh Nagar,PRAZISE TECHNOLOGIES PRIVATE LIMITED,7A,2,350,350,350.231,Company Pvt. Ltd.,IT & ITE Services,IT Services including CAD/CAE,Green,Alloted,3.8,12,-,anjali@prazise.in,8551011122,4-Jul-17,Yes,19-Aug-17,Yes,30-Aug-17,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_00003_1, 2, 3, 4",IIE Pantnagar, Udham Singh Nagar,Asian Thai Foods & investment Pvt Ltd,"1, 2, 3, 4",3,14145,14145,14427.7,Company Pvt. Ltd.,Other,Noodles and Bhoojia,Green,In Production,7.88,173,168,asianthai940@yahoo.com,"59,442,502,309,759,100,000",31-Aug-05,Yes,16-Nov-05,Yes,23-Feb-06,,13-Jun-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00003_11,IIE Pantnagar, Udham Singh Nagar,Daffy Cosmetics Pvt.Ltd,11,3,3536,3536,3518.52,Company Pvt. Ltd.,Import substitute,Costmatic,Orange,In Production,2.7,243,210,hrdaffy@gmail.com,9358090519,18-Nov-05,Yes,15-Dec-05,Yes,15-Dec-05,,24-Jan-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00003_12,IIE Pantnagar, Udham Singh Nagar,SFC Foods Pvt Ltd,12,3,3536.32,3536.32,3569.99,Company Pvt. Ltd.,Other,Confectionary,Green,In Production,0.8,40,35,sfcfoods@yahoo.com,8171025110,14-Jun-05,Yes,26-May-06,Yes,26-May-06,,17-Feb-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00003_13,IIE Pantnagar, Udham Singh Nagar,DECCAN HEALTHCARE PVT LTD,13,3,3536.32,3536.32,3526.58,Company Pvt. Ltd.,Pharmaceuticals,"PHARMACUTICALS   Formulation,nutraceuticls",Orange,In Production,10.9,25,18,habibrahman0011@gmail.com,8126000218,4-Jan-10,Yes,22-Jan-10,No,22-Jan-10,,29-Mar-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00003_14,IIE Pantnagar, Udham Singh Nagar,Kasa Lights & Electronics Pvt. Ltd.,14,3,1992,1992,1995.29,Proprietor,Engineering Activities,Corrugated box,Orange,In Production,1.1,19,16,"dapic@netvigator.com,kasalightelectronics@yahoo.com",8126212199,2-Sep-05,Yes,2-Dec-08,Yes,3-Dec-08,,17-Apr-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
